subset_size,subset_id,variables,normal_mass,f13_mass,delta_mass,retention_ratio
8,56,"xmeas_17,xmeas_21,xmeas_27,xmeas_29,xmeas_31,xmeas_34,xmeas_37,xmeas_4",0.07123736721663515,0.07890912315487114,0.007671755938235991,1.1076928601830083
8,57,"xmeas_1,xmeas_15,xmeas_16,xmeas_17,xmeas_27,xmeas_39,xmeas_40,xmeas_8",0.07242003426916438,0.11102029155764455,0.03860025728848017,1.5330052315594553
8,58,"xmeas_1,xmeas_11,xmeas_13,xmeas_16,xmeas_17,xmeas_22,xmeas_23,xmeas_37",0.05204332683302272,0.6168158769452385,0.5647725501122158,11.851968605678325
8,59,"xmeas_12,xmeas_14,xmeas_15,xmeas_30,xmeas_36,xmeas_40,xmeas_6,xmeas_7",0.05944409641123204,0.08160687302267286,0.022162776611440817,1.3728339366257023
8,60,"xmeas_15,xmeas_18,xmeas_23,xmeas_29,xmeas_36,xmeas_4,xmeas_7,xmeas_9",0.06343609315465867,0.5606734166971177,0.497237323542459,8.838397636600083
8,61,"xmeas_1,xmeas_10,xmeas_17,xmeas_2,xmeas_20,xmeas_36,xmeas_39,xmeas_5",0.06526475140093546,0.0710574854012584,0.005792734000322944,1.08875746504972
8,62,"xmeas_10,xmeas_12,xmeas_13,xmeas_31,xmeas_4,xmeas_41,xmeas_6,xmeas_9",0.061159019122186305,0.07152463966200141,0.010365620539815108,1.169486374563293
8,63,"xmeas_13,xmeas_16,xmeas_22,xmeas_3,xmeas_34,xmeas_38,xmeas_41,xmeas_6",0.06661820617718264,0.10748019319872124,0.04086198702153859,1.613375670181234
8,64,"xmeas_11,xmeas_15,xmeas_19,xmeas_20,xmeas_21,xmeas_37,xmeas_4,xmeas_7",0.054983893381647136,0.735970199579296,0.6809863061976489,13.385196154305673
8,65,"xmeas_11,xmeas_14,xmeas_16,xmeas_26,xmeas_31,xmeas_32,xmeas_41,xmeas_5",0.06335205585016952,0.6621398566003652,0.5987878007501957,10.45175009191779
8,66,"xmeas_11,xmeas_16,xmeas_27,xmeas_33,xmeas_4,xmeas_5,xmeas_8,xmeas_9",0.058919897338622025,0.6610937897880494,0.6021738924494274,11.220212840267134
8,67,"xmeas_23,xmeas_27,xmeas_32,xmeas_34,xmeas_36,xmeas_6,xmeas_7,xmeas_9",0.0786525967567043,0.08012405319292207,0.0014714564362177662,1.0187082994716448
8,68,"xmeas_1,xmeas_11,xmeas_2,xmeas_3,xmeas_36,xmeas_40,xmeas_6,xmeas_9",0.06341106864629453,0.06835351976016718,0.004942451113872648,1.0779430328425346
8,69,"xmeas_14,xmeas_15,xmeas_17,xmeas_19,xmeas_30,xmeas_38,xmeas_41,xmeas_6",0.06827197862748184,0.06858915363747085,0.0003171750099890125,1.004645755343566
8,70,"xmeas_11,xmeas_14,xmeas_20,xmeas_36,xmeas_41,xmeas_6,xmeas_7,xmeas_8",0.05490222496563858,0.7402902053037062,0.6853879803380676,13.483792404017308
8,71,"xmeas_16,xmeas_18,xmeas_22,xmeas_3,xmeas_32,xmeas_37,xmeas_40,xmeas_41",0.09340345464110157,0.666899288892793,0.5734958342516915,7.139985247240844
8,72,"xmeas_13,xmeas_17,xmeas_26,xmeas_28,xmeas_32,xmeas_33,xmeas_37,xmeas_6",0.070348289569079,0.07580472946574991,0.0054564398966709116,1.0775632189828384
8,73,"xmeas_2,xmeas_22,xmeas_23,xmeas_25,xmeas_28,xmeas_31,xmeas_34,xmeas_9",0.07915839587490858,0.08759154509923833,0.00843314922432975,1.106535118864749
8,74,"xmeas_1,xmeas_11,xmeas_17,xmeas_20,xmeas_3,xmeas_35,xmeas_36,xmeas_38",0.065700122541912,0.1156507749035887,0.0499506523616767,1.760282481266051
8,75,"xmeas_13,xmeas_14,xmeas_17,xmeas_25,xmeas_30,xmeas_35,xmeas_40,xmeas_6",0.06457948231751783,0.08462488001955114,0.020045397702033313,1.31039885814563
8,76,"xmeas_14,xmeas_17,xmeas_20,xmeas_22,xmeas_35,xmeas_39,xmeas_4,xmeas_8",0.057729903949605046,0.06271715058594009,0.004987246636335041,1.0863893092919346
8,77,"xmeas_10,xmeas_11,xmeas_19,xmeas_22,xmeas_27,xmeas_28,xmeas_32,xmeas_39",0.07034976320615735,0.10133789708375798,0.030988133877600632,1.440486681422685
8,78,"xmeas_13,xmeas_15,xmeas_16,xmeas_23,xmeas_26,xmeas_27,xmeas_35,xmeas_7",0.07117694925761951,0.08935464352056735,0.01817769426294784,1.255387373679312
8,79,"xmeas_13,xmeas_15,xmeas_16,xmeas_19,xmeas_23,xmeas_27,xmeas_41,xmeas_7",0.05607971954899781,0.1544477259318593,0.09836800638286147,2.754074501415939
8,80,"xmeas_1,xmeas_12,xmeas_14,xmeas_23,xmeas_24,xmeas_26,xmeas_34,xmeas_35",0.08183074706598435,0.10337274844443302,0.021542001378448666,1.2632506976229019
8,81,"xmeas_11,xmeas_24,xmeas_31,xmeas_32,xmeas_34,xmeas_5,xmeas_6,xmeas_7",0.07139042140264408,0.7403561401953607,0.6689657187927166,10.370524849302651
8,82,"xmeas_20,xmeas_21,xmeas_24,xmeas_27,xmeas_30,xmeas_34,xmeas_39,xmeas_7",0.07018494472114052,0.12397516746881,0.05379022274766948,1.7664068524203962
8,83,"xmeas_1,xmeas_15,xmeas_17,xmeas_19,xmeas_22,xmeas_25,xmeas_27,xmeas_35",0.0712136189670462,0.08284981588867105,0.011636196921624847,1.1633984759385647
8,84,"xmeas_13,xmeas_16,xmeas_32,xmeas_33,xmeas_34,xmeas_36,xmeas_40,xmeas_7",0.06964646981365087,0.0880097340749712,0.01836326426132033,1.263663961491336
8,85,"xmeas_13,xmeas_15,xmeas_28,xmeas_34,xmeas_35,xmeas_37,xmeas_39,xmeas_9",0.07631628811431922,0.08213896822734286,0.005822680113023643,1.0762966877617501
8,86,"xmeas_10,xmeas_18,xmeas_24,xmeas_25,xmeas_26,xmeas_28,xmeas_38,xmeas_4",0.07619968105789761,0.07887437907817595,0.0026746980202783377,1.0351011694489372
8,87,"xmeas_11,xmeas_12,xmeas_13,xmeas_15,xmeas_25,xmeas_32,xmeas_36,xmeas_9",0.06422591905108146,0.7193148271227209,0.6550889080716394,11.199759172471241
8,88,"xmeas_25,xmeas_28,xmeas_31,xmeas_39,xmeas_40,xmeas_5,xmeas_6,xmeas_9",0.07646165294246442,0.08491665760298561,0.008455004660521195,1.1105783647631258
8,89,"xmeas_1,xmeas_16,xmeas_25,xmeas_33,xmeas_36,xmeas_38,xmeas_39,xmeas_6",0.08089943843720254,0.10672003372248912,0.025820595285286574,1.319169028267269
8,90,"xmeas_10,xmeas_18,xmeas_19,xmeas_27,xmeas_34,xmeas_39,xmeas_40,xmeas_9",0.07538354587010691,0.5713775076328959,0.4959939617627889,7.579605075349914
8,91,"xmeas_12,xmeas_18,xmeas_19,xmeas_20,xmeas_27,xmeas_32,xmeas_41,xmeas_9",0.06039041631950151,0.5588648184056346,0.49847440208613314,9.254197131602552
8,92,"xmeas_13,xmeas_24,xmeas_27,xmeas_38,xmeas_4,xmeas_40,xmeas_41,xmeas_5",0.08815586588318192,0.07763590417252075,-0.010519961710661163,0.8806663437159347
8,93,"xmeas_12,xmeas_13,xmeas_26,xmeas_30,xmeas_33,xmeas_34,xmeas_37,xmeas_38",0.08097646351784495,0.08961103084800136,0.008634567330156412,1.1066305793607614
8,94,"xmeas_11,xmeas_18,xmeas_24,xmeas_28,xmeas_34,xmeas_40,xmeas_6,xmeas_9",0.06436681638827443,0.07807299187642579,0.013706175488151354,1.2129385316213082
8,95,"xmeas_1,xmeas_10,xmeas_18,xmeas_19,xmeas_2,xmeas_3,xmeas_4,xmeas_9",0.062048942563094546,0.5702592302042009,0.5082102876411063,9.190474579083835
8,96,"xmeas_1,xmeas_12,xmeas_28,xmeas_3,xmeas_35,xmeas_41,xmeas_6,xmeas_7",0.06475965551015567,0.08613096505930791,0.021371309549152243,1.330009621697259
8,97,"xmeas_11,xmeas_14,xmeas_15,xmeas_20,xmeas_23,xmeas_28,xmeas_31,xmeas_40",0.06336758897153473,0.12086165346724172,0.05749406449570699,1.9073102707253515
8,98,"xmeas_13,xmeas_15,xmeas_24,xmeas_26,xmeas_31,xmeas_38,xmeas_40,xmeas_8",0.07259672577476604,0.07124853837713035,-0.001348187397635689,0.9814290867612764
8,99,"xmeas_15,xmeas_2,xmeas_27,xmeas_29,xmeas_3,xmeas_35,xmeas_39,xmeas_6",0.06763767693728671,0.07603442516466104,0.008396748227374323,1.1241430589454668
8,100,"xmeas_18,xmeas_26,xmeas_30,xmeas_34,xmeas_36,xmeas_37,xmeas_38,xmeas_8",0.08034406040317117,0.0755498438770351,-0.004794216526136069,0.9403289229333034
